name,price_usd,year,manufacturer,model,class,length_ft,fuel,hull_material,hull_shape
1999 wauquiez 43 pilot saloon1999 wauquiez 43 pilot saloon,171130,1999,wauquiez,43 pilot saloon,sloop boats,43,diesel,other materials,other
1988 oyster 4351988 oyster 435,87200,1988,oyster,435,sailing yachts,43,diesel,fiberglass / polyester,
1987 beneteau first 4351987 beneteau first 435,54500,1987,beneteau,first 435,sailing yachts,43,diesel,fiberglass / polyester,
2023 dufour 4302023 dufour 430,439168,2023,dufour,430,racer/cruiser sailboats,43,diesel,fiberglass / polyester,
2022 dufour 4302022 dufour 430,342260,2022,dufour,430,sailing yachts,43,diesel,fiberglass / polyester,
2020 dufour 4302020 dufour 430,367712,2020,dufour,430,racer/cruiser sailboats,43,diesel,fiberglass / polyester,
2022 dufour 430 liegeplatz optional in der baltic bay erhältlich2022 dufour 430 liegeplatz optional in der baltic bay erhältlich,0,2022,dufour,430 liegeplatz optional in der baltic bay erhältlich,daysailers,43,diesel,fiberglass / polyester,
2001 jeanneau sun odyssey 432001 jeanneau sun odyssey 43,90470,2001,jeanneau,sun odyssey 43,daysailers,43,diesel,other materials,
1994 colin archer bronsveen1994 colin archer bronsveen,201650,1994,colin archer,bronsveen,sloop boats,43,diesel,steel,
2000 grand soleil grand soleil 432000 grand soleil grand soleil 43,92541,2000,grand soleil,grand soleil 43,daysailers,43,diesel,other materials,
1959 mcgruer mcgruer bermudian yawl1959 mcgruer mcgruer bermudian yawl,109000,1959,mcgruer,mcgruer bermudian yawl,dinghies and dinghy cruisers,43,diesel,other materials,
2003 jeanneau sun odyssey 43 ds2003 jeanneau sun odyssey 43 ds,119900,2003,jeanneau,sun odyssey 43 ds,sailing yachts,43,diesel,fiberglass / polyester,other
2007 hanse 430e2007 hanse 430e,152600,2007,hanse,430e,sailing yachts,43,diesel,other materials,deep vee
2010 beneteau oceanis 432010 beneteau oceanis 43,127863,2010,beneteau,oceanis 43,sailing yachts,43,diesel,fiberglass / polyester,monohull
1978 nautor swan 43 ketch1978 nautor swan 43 ketch,86780,1978,nautor swan,43 ketch,sailing yachts,43,diesel,fiberglass / polyester,
2020 bali 4.32020 bali 4.3,555269,2020,bali,4.3,catamaran,42,diesel,fiberglass / polyester,
1980 cheoy lee cheoy lee 431980 cheoy lee cheoy lee 43,107910,1980,cheoy lee,cheoy lee 43,daysailers,42,diesel,other materials,
1988 jeanneau sun magic 441988 jeanneau sun magic 44,73575,1988,jeanneau,sun magic 44,sailing yachts,42,diesel,fiberglass / polyester,
1994 nordica 430 sd1994 nordica 430 sd,161320,1994,nordica,430 sd,sloop boats,42,diesel,other materials,
1969 meyer werft bremen calypso1969 meyer werft bremen calypso,64310,1969,meyer werft bremen,calypso,sailing yachts,42,diesel,steel,
1988 cantiere del trasimeno ct 43 hunraken1988 cantiere del trasimeno ct 43 hunraken,87200,1988,cantiere del trasimeno,ct 43 hunraken,sailing yachts,42,diesel,fiberglass / polyester,
2016 sydney sydney 43 gts2016 sydney sydney 43 gts,381500,2016,sydney,sydney 43 gts,racer sailboats,42,gasoline,composite,
1989 skua 42 (tradewind)1989 skua 42 (tradewind),92650,1989,skua,42 (tradewind),sloop boats,42,diesel,steel,displacement
1979 wauquiez amphitrite 431979 wauquiez amphitrite 43,136250,1979,wauquiez,amphitrite 43,sloop boats,42,diesel,other materials,displacement
1989 nauticat 431989 nauticat 43,187480,1989,nauticat,43,sloop boats,42,diesel,other materials,
1989 bachs  hvalpsond dynamic 431989 bachs  hvalpsond dynamic 43,98100,1989,bachs  hvalpsond,dynamic 43,daysailers,42,diesel,other materials,
2015 bali bali 4.52015 bali bali 4.5,570070,2015,bali,bali 4.5,sailing yachts,42,diesel,fiberglass / polyester,
1980 custom beister yawl1980 custom beister yawl,51775,1980,custom,beister yawl,classic sailboats,42,diesel,steel,
1984 custom conavi vallicelli 42 one off1984 custom conavi vallicelli 42 one off,45780,1984,custom,conavi vallicelli 42 one off,racer/cruiser sailboats,42,diesel,aluminum,displacement
2006 elan 434 impression2006 elan 434 impression,168950,2006,elan,434 impression,sailing yachts,42,diesel,fiberglass / polyester,displacement
1986 habbeke one off1986 habbeke one off,207100,1986,habbeke,one off,sailing yachts,42,diesel,aluminum,
1982 hallberg-rassy 421982 hallberg-rassy 42,151510,1982,hallberg-rassy,42,other (sailboats),42,diesel,fiberglass / polyester,
2003 hanse 4112003 hanse 411,29975,2003,hanse,411,racer/cruiser sailboats,42,diesel,fiberglass / polyester,
1988 jeanneau sun magic 441988 jeanneau sun magic 44,86110,1988,jeanneau,sun magic 44,sailing yachts,42,diesel,composite,
2007 jeanneau sun odyssey  42 ds2007 jeanneau sun odyssey  42 ds,141700,2007,jeanneau,sun odyssey  42 ds,deck saloon sailboats,42,,fiberglass / polyester,
2022 jeanneau sun odyssey 4402022 jeanneau sun odyssey 440,323107,2022,jeanneau,sun odyssey 440,sailing yachts,42,diesel,fiberglass / polyester,
2022 jeanneau sun odyssey 4402022 jeanneau sun odyssey 440,401436,2022,jeanneau,sun odyssey 440,sailing yachts,42,diesel,fiberglass / polyester,monohull
2003 kriekel shpountz 38-402003 kriekel shpountz 38-40,107910,2003,kriekel,shpountz 38-40,sailing yachts,42,diesel,other materials,
1963 modersitzki kutterjacht1963 modersitzki kutterjacht,20710,1963,modersitzki,kutterjacht,motor glider (sail),42,diesel,wood,
2006 reinke 12m2006 reinke 12m,70850,2006,reinke,12m,sailing yachts,42,diesel,steel,
1989 vanguard 13001989 vanguard 1300,87200,1989,vanguard,1300,cutter,42,diesel,steel,
2004 yacht 2000 fast cruiser 422004 yacht 2000 fast cruiser 42,119900,2004,yacht 2000,fast cruiser 42,daysailers,42,diesel,other materials,
2000 zewa schoner2000 zewa schoner,162410,2000,zewa,schoner,classic sailboats,42,diesel,wood,
1984 de klein vanguard 13001984 de klein vanguard 1300,92650,1984,de klein,vanguard 1300,sailing yachts,42,diesel,steel,
2000 bavaria 422000 bavaria 42,106275,2000,bavaria,42,sloop boats,42,diesel,other materials,other
2007 bavaria 42 cruiser2007 bavaria 42 cruiser,98100,2007,bavaria,42 cruiser,sailing yachts,42,diesel,fiberglass / polyester,displacement
2006 bavaria 42 cruiser2006 bavaria 42 cruiser,136250,2006,bavaria,42 cruiser,sailing yachts,42,diesel,fiberglass / polyester,
2006 bavaria 42-3 cruiser2006 bavaria 42-3 cruiser,118855,2006,bavaria,42-3 cruiser,sloop boats,42,diesel,other materials,other
2022 moody ac 41 - rollmast/bugstrahl2022 moody ac 41 - rollmast/bugstrahl,490500,2022,moody,ac 41 - rollmast/bugstrahl,sailing yachts,42,diesel,other materials,
2019 wauquiez pilot saloon 422019 wauquiez pilot saloon 42,637650,2019,wauquiez,pilot saloon 42,sailing boats with cabin,42,diesel,fiberglass / polyester,monohull
2005 beneteau cyclades 43.32005 beneteau cyclades 43.3,119900,2005,beneteau,cyclades 43.3,sailing yachts,42,diesel,fiberglass / polyester,
1972 cheoy lee clipper 42 ketch1972 cheoy lee clipper 42 ketch,40330,1972,cheoy lee,clipper 42 ketch,sailing yachts,42,diesel,fiberglass / polyester,
1990 hans christian 431990 hans christian 43,184210,1990,hans christian,43,sailing yachts,42,diesel,fiberglass / polyester,
1970 frans maas calypso 431970 frans maas calypso 43,80878,1970,frans maas,calypso 43,sloop boats,42,diesel,other materials,
2008 leopard 432008 leopard 43,354250,2008,leopard,43,catamaran,42,diesel,fiberglass / polyester,catamaran
2005 leopard 432005 leopard 43,366913,2005,leopard,43,catamaran,42,diesel,fiberglass / polyester,
1989 hallberg-rassy 42e1989 hallberg-rassy 42e,130800,1989,hallberg-rassy,42e,sloop boats,42,diesel,other materials,
2004 x-yachts x-432004 x-yachts x-43,260510,2004,x-yachts,x-43,sloop boats,42,diesel,other materials,
2009 northern comfort 432009 northern comfort 43,250700,2009,northern comfort,43,sloop boats,42,diesel,composite,other
"1989 jpm, sa cotre 13m1989 jpm, sa cotre 13m",114450,1989,"jpm, sa",cotre 13m,daysailers,42,diesel,other materials,
1993 x-yachts x-4121993 x-yachts x-412,119900,1993,x-yachts,x-412,daysailers,42,diesel,other materials,
1993 x-yachts x-4121993 x-yachts x-412,119900,1993,x-yachts,x-412,daysailers,42,diesel,other materials,
1984 beneteau 43 idylle1984 beneteau 43 idylle,59950,1984,beneteau,43 idylle,sailing yachts,42,diesel,fiberglass / polyester,
1964 camper & nicholsons classic sloop1964 camper & nicholsons classic sloop,125350,1964,camper & nicholsons,classic sloop,classic sailboats,42,diesel,wood,
2022 bali 4.22022 bali 4.2,621136,2022,bali,4.2,catamaran,42,diesel,fiberglass / polyester,
2022 bali 4.22022 bali 4.2,621136,2022,bali,4.2,catamaran,42,diesel,fiberglass / polyester,
2011 jeanneau sun odyssey 42i2011 jeanneau sun odyssey 42i,129710,2011,jeanneau,sun odyssey 42i,sailing yachts,42,diesel,fiberglass / polyester,
2009 pronavia 42 sport irc2009 pronavia 42 sport irc,117773,2009,pronavia,42 sport irc,racer sailboats,42,diesel,fiberglass / polyester,
2005 bavaria 42 cruiser2005 bavaria 42 cruiser,118810,2005,bavaria,42 cruiser,sailing yachts,42,diesel,fiberglass / polyester,
2022 bavaria c422022 bavaria c42,258771,2022,bavaria,c42,daysailers,42,gasoline,other materials,
1993 northern comfort 431993 northern comfort 43,147150,1993,northern comfort,43,sloop boats,42,diesel,aluminum,
2013 bavaria vision 422013 bavaria vision 42,291030,2013,bavaria,vision 42,sailing yachts,41,diesel,fiberglass / polyester,
2009 broadblue 4152009 broadblue 415,348800,2009,broadblue,415,catamaran,41,diesel,fiberglass / polyester,catamaran
1993 fountaine pajot venezia 421993 fountaine pajot venezia 42,325910,1993,fountaine pajot,venezia 42,catamaran,41,diesel,fiberglass / polyester,catamaran
1991 hutting 451991 hutting 45,358610,1991,hutting,45,sloop boats,41,diesel,aluminum,
2020 lagoon 422020 lagoon 42,501400,2020,lagoon,42,catamarans and trimarans,41,diesel,fiberglass / polyester,catamaran
2019 lagoon 422019 lagoon 42,500310,2019,lagoon,42,catamarans and trimarans,41,diesel,fiberglass / polyester,catamaran
2018 lagoon 422018 lagoon 42,478510,2018,lagoon,42,catamaran,41,diesel,fiberglass / polyester,catamaran
1983 nautor swan 421983 nautor swan 42,146060,1983,nautor swan,42,racer/cruiser sailboats,41,diesel,fiberglass / polyester,monohull
1985 nautor's swan (fi) swan 421985 nautor's swan (fi) swan 42,194020,1985,nautor's swan (fi),swan 42,sailing yachts,41,diesel,fiberglass / polyester,
2023 neel 432023 neel 43,0,2023,neel,43,trimming,41,diesel,fiberglass / polyester,
1963 peterson main topsail schooner1963 peterson main topsail schooner,141700,1963,peterson,main topsail schooner,sloop boats,41,diesel,wood,other
1990 rex marin aphrodite 42 sloop1990 rex marin aphrodite 42 sloop,140610,1990,rex marin,aphrodite 42 sloop,other (sailboats),41,diesel,fiberglass / polyester,
2007 sly yachts sly 422007 sly yachts sly 42,207100,2007,sly yachts,sly 42,daysailers,41,diesel,other materials,
1998 spirit 421998 spirit 42,136369,1998,spirit,42,sailing yachts,41,diesel,wood,monohull
1981 tayana yachts vancouver 421981 tayana yachts vancouver 42,53955,1981,tayana yachts,vancouver 42,sloop boats,41,diesel,other materials,displacement
2022 jeanneau sun odyssey 4102022 jeanneau sun odyssey 410,309560,2022,jeanneau,sun odyssey 410,sailing yachts,41,diesel,fiberglass / polyester,
2007 beneteau oceanis 432007 beneteau oceanis 43,158050,2007,beneteau,oceanis 43,sailing yachts,41,diesel,fiberglass / polyester,
1976 camper & nicholsons camper&nicholson ketch 421976 camper & nicholsons camper&nicholson ketch 42,125350,1976,camper & nicholsons,camper&nicholson ketch 42,classic sailboats,41,diesel,fiberglass / polyester,
1984 ferretti yachts altura 4221984 ferretti yachts altura 422,136250,1984,ferretti yachts,altura 422,sloop boats,41,diesel,other materials,
1996 puffin 421996 puffin 42,195110,1996,puffin,42,sloop boats,41,diesel,steel,
2001 beneteau oceanis clipper 4112001 beneteau oceanis clipper 411,86110,2001,beneteau,oceanis clipper 411,daysailers,41,diesel,other materials,
1978 camper & nicholsons 39 ketch1978 camper & nicholsons 39 ketch,69760,1978,camper & nicholsons,39 ketch,ketch sailing boats,41,diesel,fiberglass / polyester,monohull
2005 colin archer kvase 1270 pilothouse2005 colin archer kvase 1270 pilothouse,162410,2005,colin archer,kvase 1270 pilothouse,sloop boats,41,diesel,other materials,
2004 grand soleil 42 race2004 grand soleil 42 race,147150,2004,grand soleil,42 race,sloop boats,41,diesel,fiberglass / polyester,
1996 island packet 401996 island packet 40,163445,1996,island packet,40,sloop boats,41,diesel,other materials,
2007 island packet cruiser 412007 island packet cruiser 41,216910,2007,island packet,cruiser 41,sloop boats,41,diesel,other materials,
2023 jeanneau sun odyssey 4402023 jeanneau sun odyssey 440,0,2023,jeanneau,sun odyssey 440,sailing yachts,41,diesel,fiberglass / polyester,
2014 hallberg-rassy 4122014 hallberg-rassy 412,522110,2014,hallberg-rassy,412,sailing yachts,41,diesel,fiberglass / polyester,monohull
1989 beneteau oceanis 4301989 beneteau oceanis 430,63220,1989,beneteau,oceanis 430,sailing yachts,41,diesel,fiberglass / polyester,
1991 comar genesi 431991 comar genesi 43,85020,1991,comar,genesi 43,daysailers,41,diesel,other materials,
1969 frans maas hawk 421969 frans maas hawk 42,59950,1969,frans maas,hawk 42,sloop boats,41,diesel,other materials,semi-displacement
2015 hakes marine hakes hh 422015 hakes marine hakes hh 42,472541,2015,hakes marine,hakes hh 42,racer sailboats,41,diesel,composite,
2021 hallberg-rassy 4122021 hallberg-rassy 412,816410,2021,hallberg-rassy,412,sloop boats,41,diesel,other materials,
1999 kirie feeling 4161999 kirie feeling 416,91015,1999,kirie,feeling 416,daysailers,41,diesel,other materials,
1999 kirie feeling 4161999 kirie feeling 416,91015,1999,kirie,feeling 416,daysailers,41,diesel,other materials,
2008 jeanneau sun odyssey 42i performance - 42 i2008 jeanneau sun odyssey 42i performance - 42 i,150420,2008,jeanneau,sun odyssey 42i performance - 42 i,sailing yachts,41,diesel,fiberglass / polyester,
2011 beneteau first 402011 beneteau first 40,168841,2011,beneteau,first 40,racer/cruiser sailboats,41,diesel,fiberglass / polyester,monohull
2022 fountaine pajot astrea 422022 fountaine pajot astrea 42,0,2022,fountaine pajot,astrea 42,catamaran,41,diesel,fiberglass / polyester,
2021 fountaine pajot astrea 42 owner's version2021 fountaine pajot astrea 42 owner's version,752100,2021,fountaine pajot,astrea 42 owner's version,catamaran,41,diesel,fiberglass / polyester,
2021 fountaine pajot astrea 42 owner's version2021 fountaine pajot astrea 42 owner's version,752100,2021,fountaine pajot,astrea 42 owner's version,catamaran,41,diesel,fiberglass / polyester,
1997 stolk & jansen 12.5m1997 stolk & jansen 12.5m,195110,1997,stolk & jansen,12.5m,sloop boats,41,diesel,aluminum,
1983 constructions nautiques du roussillon segelyacht 421983 constructions nautiques du roussillon segelyacht 42,47851,1983,constructions nautiques du roussillon,segelyacht 42,sailing yachts,41,diesel,steel,
2018 forsatio yd-412018 forsatio yd-41,218000,2018,forsatio,yd-41,sailing yachts,41,diesel,fiberglass / polyester,
2005 wauquiez centurion 40s2005 wauquiez centurion 40s,174400,2005,wauquiez,centurion 40s,sailing yachts,41,diesel,fiberglass / polyester,monohull
2004 wauquiez centurion 40s2004 wauquiez centurion 40s,147150,2004,wauquiez,centurion 40s,sloop boats,41,diesel,other materials,
2022 moody 41 ds - verkauft2022 moody 41 ds - verkauft,681250,2022,moody,41 ds - verkauft,sailing yachts,41,diesel,fiberglass / polyester,
2002 x-yachts x-4122002 x-yachts x-412,129710,2002,x-yachts,x-412,sloop boats,41,diesel,other materials,other
1975 asmus hanseat kommodore1975 asmus hanseat kommodore,49050,1975,asmus,hanseat kommodore,classic sailboats,41,diesel,composite,
2016 azuree 412016 azuree 41,261600,2016,azuree,41,sailing yachts,41,diesel,fiberglass / polyester,
2003 bavaria 412003 bavaria 41,92650,2003,bavaria,41,sailing yachts,41,diesel,fiberglass / polyester,
1992 beneteau first 41s51992 beneteau first 41s5,68670,1992,beneteau,first 41s5,racer sailboats,41,diesel,fiberglass / polyester,
2001 beneteau oceanis 40 cc2001 beneteau oceanis 40 cc,123170,2001,beneteau,oceanis 40 cc,sloop boats,41,diesel,other materials,
2021 dufour 4302021 dufour 430,358610,2021,dufour,430,sailing yachts,41,diesel,fiberglass / polyester,displacement
2003 finngulf 412003 finngulf 41,228900,2003,finngulf,41,sloop boats,41,,other materials,
1980 hallberg-rassy hr 411980 hallberg-rassy hr 41,70850,1980,hallberg-rassy,hr 41,ketch sailing boats,41,diesel,fiberglass / polyester,
1975 hatecke 421975 hatecke 42,152491,1975,hatecke,42,classic sailboats,41,diesel,other materials,
2023 jeanneau sun odyssey 4102023 jeanneau sun odyssey 410,343961,2023,jeanneau,sun odyssey 410,sailing yachts,41,diesel,fiberglass / polyester,monohull
1989 jeanneau voyage 12.501989 jeanneau voyage 12.50,58860,1989,jeanneau,voyage 12.50,sailing yachts,41,diesel,fiberglass / polyester,
1989 jeanneau voyage 12.501989 jeanneau voyage 12.50,74120,1989,jeanneau,voyage 12.50,sailing yachts,41,gasoline,composite,
2021 more more 402021 more more 40,373870,2021,more,more 40,daysailers,41,diesel,fiberglass / polyester,
1991 north wind 411991 north wind 41,100280,1991,north wind,41,sloop boats,41,diesel,other materials,
1981 oyster 41 (ex ior racer)1981 oyster 41 (ex ior racer),62675,1981,oyster,41 (ex ior racer),sloop boats,41,diesel,other materials,other
2018 sirena azuree 412018 sirena azuree 41,326455,2018,sirena,azuree 41,daysailers,41,diesel,fiberglass / polyester,
1982 taiwan ta-chiao mermaid ct 421982 taiwan ta-chiao mermaid ct 42,52320,1982,taiwan ta-chiao mermaid,ct 42,classic sailboats,41,diesel,other materials,other
1991 westerly oceanlord 411991 westerly oceanlord 41,111075,1991,westerly,oceanlord 41,sailboats with a center cockpit,41,diesel,fiberglass / polyester,
